checklistID|Roof|Roof_VID|RainGutters|RainGutters_VID|DownSpouts|DownSpouts_VID|ExtWindows|ExtWindows_VID|WindowScreens|WindowScreens_VID|Doors|Doors_VID|DoorScreens|DoorScreens_VID|ExtRailings|ExtRailings_VID|Porch|Porch_VID|Sidewalks|Sidewalks_VID|Walls|Walls_VID|Ceiling|Ceiling_VID|Floors|Floors_VID|IntWindows|IntWindows_VID|Stairs|Stairs_VID|IntRailings|IntRailings_VID|SmokeDetectorsBed1|SmokeDetectorsBed2|SmokeDetectorsBed3|SmokeDetectorsOther|SmokeDetectors_VID|CODetectors|CODetectors_VID|GeneralSanitation|GeneralSanitation_VID|Mold_Mildew|Mold_Mildew_VID|Vermin|Vermin_VID|Trash_Garbage|Trash_Garbage_VID|KitchenFaucets|KitchenFaucets_VID|BathLavatory|BathLavatory_VID|BathTub|BathTub_VID|BathShower|BathShower_VID|LaundryTub|LaundryTub_VID|Toilet|Toilet_VID|ElectricalService|ElectricalService_VID|IdentifyAllBreakers|IdentifyAllBreakers_VID|Switches_CoverPlates|Switches_CoverPlates_VID|Receptacles_CoverPlates|Receptacles_CoverPlates_VID|GFCIs|GFCIs_VID|KitchenElectric|KitchenElectric_VID|BathRoomElectric|BathRoomElectric_VID|CeilingLights|CeilingLights_VID|ExteriorLights|ExteriorLights_VID|Laundry|Laundry_VID|StairwayLights|StairwayLights_VID|GeneralFurnace|GeneralFurnace_VID|FurnaceVent_Exhaust|FurnaceVent_Exhaust_VID|Thermostat|Thermostat_VID|GeneralHotWaterTank|GeneralHotWaterTank_VID|HotWaterVent_Exhaust|HotWaterVent_Exhaust_VID|TPSafetyValve|TPSafetyValve_VID|BlowOff6inFromFloor|BlowOff6inFromFloor_VID|Controller|Controller_VID|RoofComment|RainGuttersComment|DownSpoutsComment|ExtWindowsComment|WindowScreensComment|DoorsComment|DoorScreensComment|ExtRailingsComment|PorchComment|SidewalksComment|WallsComment|CeilingComment|FloorsComment|IntWindowsComment|StairsComment|IntRailingsComment|SmokeDetectorsComment|CODetectorsComment|GeneralSanitationComment|Mold_MildewComment|VerminComment|Trash_GarbageComment|RecycleBinsComment|KitchenFaucetsComment|BathLavatoryComment|BathTubComment|BathShowerComment|LaundryTubComment|ToiletComment|ElectricalServiceComment|IdentifyAllBreakersComment|Switches_CoverPlatesComment|Receptacles_CoverPlatesComment|GFCIsComment|KitchenElectricComment|BathroomElectricComment|CeilingLightsComment|ExteriorLightsComment|LaundryComment|StairwayLightsComment|GeneralFurnaceComment|FurnaceVent_ExhaustComment|ThermostatComment|GeneralHotWaterTankComment|HotWaterVent_ExhaustComment|TPSafetyValveComment|BlowOff6inFromFloorComment|ControllerComment
673|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
674|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|400|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|False|True|False|401|Fail|401|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|401|Pass|0|Fail|401|Fail|401|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|Missing rail on steps on side of house|None|None|None|None|None|None|None|None|Basement missing, bedtoom 2 dead battery|Missing in basenent|None|None|None|None|None|None|None|None|None|None|None|None|None|None|No outlet in basement bathtoom (must be GFCI)|By washer, 2nd floor bathroom open ground|None|None|None|None|None|None|None|None|None|None|None|None|None|None
675|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
676|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
677|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|None|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
678|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
679|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Pass|0|Fail|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|None|None|None|None|None|None|None|None|None|None|multiple holes in walls due to demo|multiple holes in ceilings|None|one window doesn’t latch|None|None|no smoke detectors present|None|construction debris present|mold growing on basement walls|None|None|None|plumbing fixtures, many arent installed|None|None|None|None|None|no electric service available, rough in electrical installed|panel doesn’t have cover, electric is roughed in|None|None|None|None|None|None|None|None|None|no electric or gas service|None|None|no electric or gas service|None|None|none present|None
680|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
681|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
682|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|308|Fail|308|Fail|302|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|damaged ceiling in bedroom|damaged tiles in bathroom|livingroom window does not open. Cracked window in bedroom.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|ceiling light needs new bulb|None|None|None|None|None|None|None|None|None|None|None|None|None
683|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|304|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|319|Fail|318|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|317|Pass|0|None|None|None|None|None|basement exterior door sealed,|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|kitchen countertop receptacle needs to be gfci|lights do not work.|kitchen and closet lights burnt out|None|None|None|None|None|None|None|None|None|no blow off tube|None
684|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|303|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|308|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|rear door needs deadbolt|None|None|None|None|None|None|bathroom floor soaked and damaged due to damaged toilet.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
685|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|308|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|kitchen and storage room windows not latching.|None|None|None|None|None|None|None|None|damaged kitchen floor tile|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
686|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Pass|0|Pass|0|Pass|0|Fail|361|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|1st & 2nd floor windows don’t open.|None|None|None|None|damaged back porch roof upstairsporch floor damaged.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
687|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Pass|0|Pass|0|Pass|0|Fail|361|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|rear windows do not open|None|None|None|None|damaged delapidated porch roof|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|kitchen outlet near sink needs to be a gfci|None|None|None|None|None|None|None|None|None|None|None|None|None
688|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Pass|0|Pass|0|Pass|0|Fail|361|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|rear windows do not open|None|None|None|None|damaged rear porch.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
689|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
690|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Fail|303|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|windows in bedroom do not open|None|rear screen door doesn’t shut|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|no service|None|None|None|None|None|no service|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
691|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
692|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
693|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
694|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|hole in the wall being repaired|None|None|None|None|None|none of the smoke detectors work|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
695|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Fail|0|Pass|0|Fail|0|Pass|0|Pass|0|True|True|True|True|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Fail|0|Fail|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|None|None|unsecure and improperly plu bed|None|None|basement door wont latch or close, and isnt secure|None|None|porch steps loose, railings loose|cracked and deteriorating sidewalks|deteriorated radiator cover, hole in drywall in basement stairway, holes or deteriorating paint in multiple areas through housen mult|holes in multiple ceilings including attic|None|dining room window doesn’t latch, multiple windows miss aligned causing no latch|None|None|no smoke detectors present or operable|none present|None|None|None|None|None|None|None|None|None|not secure to ground, not plumbed into sewer system|None|None|not all breakers are labeled|None|various missing cover plate, and no ground equipment, outlet in basement not secure to wall|none in kitchen, no grounding eqiupmet on bathroom gfci|None|None|basement light not operable, exposed wires and loose fixture in basement|back light inoperable|None|exposed wires in dinining room light fixture|None|None|None|not turned on|None|None|not within six inches of ground|None
696|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
697|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|open ground on outlet in front bedroom mis wired outlet in front bedroom, kitchen outlet missing ground|None|None|bathroom light cover isnt installed properly|None|None|None|None|None|None|None|water heater pilot light doesn’t stay lit, at the time of inspection the pilot light wasn’t lit|None|None|None|None
698|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|front room windows do not stay open on their own.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|kitchen gfci's aren't labeled as no grounding equipment|None|None|None|None|None|None|None|None|None|None|None|None|None|None
699|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
700|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|371|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Fail|318|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|windows in entranceway not functioning|None|None|None|None|None|None|None|None|None|None|None|None|need smoke detectors and co2|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|outlets need cover plates|gfci needs to be labled non grounded|GFCIs in kitchen no functioning|None|None|None|None|None|None|None|None|None|None|None|None|None
701|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
702|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
